nama,tipe,provinsi,lat,lon,sumber
Aceh Barat,kabupaten,Aceh,4.45,96.1667,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Tambrauw Fef,kabupaten,Papua Barat Daya,-0.6,132.3333,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Jayawijaya Wamena,kabupaten,Papua Pegunungan,-4.0833,138.95,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Lanny Jaya Tiom,kabupaten,Papua Pegunungan,-3.9,138.5,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Mamberamo Tengah Kobakma,kabupaten,Papua Pegunungan,-3.65,139.1,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Nduga Kenyam,kabupaten,Papua Pegunungan,-4.5,138.4,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Pegunungan Bintang Oksibil,kabupaten,Papua Pegunungan,-4.9,140.6333,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Tolikara Karubaga,kabupaten,Papua Pegunungan,-3.6,138.65,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Yahukimo Dekai,kabupaten,Papua Pegunungan,-4.85,139.5,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Yalimo Elelim,kabupaten,Papua Pegunungan,-3.75,139.4,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Asmat Agats,kabupaten,Papua Selatan,-5.5333,138.1333,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Boven Digoel Tanah Merah,kabupaten,Papua Selatan,-6.1,140.3,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Mappi Kepi,kabupaten,Papua Selatan,-6.5,139.3,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Merauke,kabupaten,Papua Selatan,-8.4992,140.4047,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Deiyai Tigi,kabupaten,Papua Tengah,-4.0167,136.0833,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Dogiyai Kigamani,kabupaten,Papua Tengah,-4.0,135.95,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Intan Jaya Sugapa,kabupaten,Papua Tengah,-3.75,137.05,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Mimika Timika,kabupaten,Papua Tengah,-4.5444,136.8872,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Nabire,kabupaten,Papua Tengah,-3.3667,135.5,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Paniai Enarotali,kabupaten,Papua Tengah,-3.9,136.3333,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Puncak Ilaga,kabupaten,Papua Tengah,-3.9833,137.6,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Puncak Jaya Kotamulia,kabupaten,Papua Tengah,-3.7,137.95,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Bengkalis,kabupaten,Riau,1.4667,102.1333,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Indragiri Hilir,kabupaten,Riau,-0.33,103.15,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Indragiri Hulu,kabupaten,Riau,-0.55,102.3,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Kampar,kabupaten,Riau,0.3333,101.05,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Kota Dumai,kota,Riau,1.6667,101.45,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Kota Pekanbaru,kota,Riau,0.5071,101.4478,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Kuantan Singingi,kabupaten,Riau,-0.5,101.45,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Pelalawan,kabupaten,Riau,0.38,102.1,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Rokan Hulu,kabupaten,Riau,0.88,100.5,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Siak,kabupaten,Riau,0.8,102.05,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Majene,kabupaten,Sulawesi Barat,-3.5333,118.9667,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Mamasa,kabupaten,Sulawesi Barat,-2.9667,119.3833,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Mamuju,kabupaten,Sulawesi Barat,-2.6788,118.8877,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Mamuju Tengah Tobadak,kabupaten,Sulawesi Barat,-2.1,119.3,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Pasangkayu,kabupaten,Sulawesi Barat,-1.1833,119.3667,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Polewali Mandar (Polman),kabupaten,Sulawesi Barat,-3.4333,119.3333,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Bone Watampone,kabupaten,Sulawesi Selatan,-4.5333,120.3167,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Bulukumba,kabupaten,Sulawesi Selatan,-5.55,120.2,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Gowa Sungguminasa,kabupaten,Sulawesi Selatan,-5.2,119.45,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Kepulauan Selayar Benteng,kabupaten,Sulawesi Selatan,-6.1167,120.5167,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Kota Makassar,kota,Sulawesi Selatan,-5.1477,119.4327,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Kota Palopo,kota,Sulawesi Selatan,-2.9945,120.1954,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Kota Parepare,kota,Sulawesi Selatan,-4.0167,119.6333,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Makassar,kota,Sulawesi Selatan,-5.1477,119.4327,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Maros,kabupaten,Sulawesi Selatan,-5.0,119.5667,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Tana Toraja Makale,kabupaten,Sulawesi Selatan,-3.1,119.8667,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Toraja Utara Rantepao,kabupaten,Sulawesi Selatan,-2.9667,119.9,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Banggai Kepulauan Salakan,kabupaten,Sulawesi Tengah,-1.3333,123.1667,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Banggai Luwuk,kabupaten,Sulawesi Tengah,-0.95,122.7833,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Donggala,kabupaten,Sulawesi Tengah,-0.6833,119.75,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Kota Palu,kota,Sulawesi Tengah,-0.9,119.8333,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Morowali Bungku,kabupaten,Sulawesi Tengah,-2.4833,121.95,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Parigi Moutong,kabupaten,Sulawesi Tengah,-0.8167,120.1833,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Poso,kabupaten,Sulawesi Tengah,-1.4,120.75,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Sigi Biromaru,kabupaten,Sulawesi Tengah,-1.15,119.95,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Tojo Una-Una Ampana (Togean),kabupaten,Sulawesi Tengah,-0.8667,121.6167,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Toli-Toli,kabupaten,Sulawesi Tengah,1.0333,120.8167,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Bombana Rumbia,kabupaten,Sulawesi Tenggara,-4.75,121.8333,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Buton Pasarwajo,kabupaten,Sulawesi Tenggara,-5.1667,122.8333,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Kolaka,kabupaten,Sulawesi Tenggara,-4.05,121.6,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Konawe Selatan Andoolo,kabupaten,Sulawesi Tenggara,-4.3333,122.25,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Konawe Unaaha,kabupaten,Sulawesi Tenggara,-3.8667,122.05,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Konawe Utara Wanggudu,kabupaten,Sulawesi Tenggara,-3.4,122.1833,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Kota Baubau Buton,kota,Sulawesi Tenggara,-5.4667,122.6,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Kota Kendari,kota,Sulawesi Tenggara,-3.9985,122.5126,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Muna Raha,kabupaten,Sulawesi Tenggara,-4.85,122.7167,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Wakatobi Wangi-Wangi,kabupaten,Sulawesi Tenggara,-5.3167,123.5833,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Bolaang Mongondow Kotamobagu,kabupaten,Sulawesi Utara,0.7333,124.3167,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Kepulauan Sangihe Tahuna,kabupaten,Sulawesi Utara,3.6167,125.5,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Kepulauan Sitaro Ondong,kabupaten,Sulawesi Utara,2.7333,125.4,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Kepulauan Talaud Melonguane,kabupaten,Sulawesi Utara,4.0,126.7,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Kota Bitung,kota,Sulawesi Utara,1.44,125.18,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Kota Manado,kota,Sulawesi Utara,1.4748,124.8421,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Kota Tomohon,kota,Sulawesi Utara,1.325,124.84,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Minahasa Selatan Amurang,kabupaten,Sulawesi Utara,1.1833,124.5667,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Minahasa Tondano,kabupaten,Sulawesi Utara,1.3,124.9167,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Minahasa Utara Airmadidi,kabupaten,Sulawesi Utara,1.4167,124.9833,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Agam,kabupaten,Sumatera Barat,-0.25,100.1667,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Kepulauan Mentawai,kabupaten,Sumatera Barat,-2.0,99.6,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Kota Bukittinggi,kota,Sumatera Barat,-0.3056,100.3692,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Kota Padang,kota,Sumatera Barat,-0.9471,100.4172,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Kota Payakumbuh,kota,Sumatera Barat,-0.22,100.63,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Kota Sawahlunto,kota,Sumatera Barat,-0.68,100.78,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Lima Puluh Kota,kabupaten,Sumatera Barat,-0.05,100.65,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Pesisir Selatan,kabupaten,Sumatera Barat,-1.35,100.5667,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Solok,kabupaten,Sumatera Barat,-0.8,100.65,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Tanah Datar,kabupaten,Sumatera Barat,-0.45,100.5833,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Banyuasin,kabupaten,Sumatera Selatan,-2.8833,104.3833,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Kota Lubuklinggau,kota,Sumatera Selatan,-3.2833,102.8667,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Kota Pagar Alam,kota,Sumatera Selatan,-4.0167,103.2667,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Kota Palembang,kota,Sumatera Selatan,-2.9909,104.7565,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Kota Prabumulih,kota,Sumatera Selatan,-3.4333,104.2333,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Lahat,kabupaten,Sumatera Selatan,-3.7833,103.5333,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Muara Enim,kabupaten,Sumatera Selatan,-3.65,103.7833,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Musi Banyuasin,kabupaten,Sumatera Selatan,-2.8833,103.8333,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
OKU Baturaja,kabupaten,Sumatera Selatan,-4.1333,104.1667,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Ogan Ilir,kabupaten,Sumatera Selatan,-3.4333,104.65,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Deli Serdang,kabupaten,Sumatera Utara,3.4833,98.7,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Karo,kabupaten,Sumatera Utara,3.1167,98.5,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Kota Medan,kota,Sumatera Utara,3.5952,98.6722,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Kota Pematangsiantar,kota,Sumatera Utara,2.96,99.06,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Langkat,kabupaten,Sumatera Utara,3.75,98.25,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Medan,kota,Sumatera Utara,3.5952,98.6722,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Nias Selatan,kabupaten,Sumatera Utara,0.7667,97.75,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Samosir,kabupaten,Sumatera Utara,2.6333,98.7167,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Simalungun,kabupaten,Sumatera Utara,2.95,99.0,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Tapanuli Tengah,kabupaten,Sumatera Utara,1.8833,98.6667,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
Toba,kabupaten,Sumatera Utara,2.3833,99.0667,Kemendagri Permendagri 72/2019 (daftar wilayah); BPS Statistik Indonesia; BIG referensi geospasial; koordinat pendekatan registry TravelFit (verifikasi via BIG/OpenStreetMap)
